customer_id,age,income,education,employment_years,credit_score,debt_to_income_ratio,existing_loans,savings_balance,mortgage_balance,loan_amount_requested,years_at_current_address,number_of_credit_cards,late_payments_6m,bankruptcies,marital_status,dependents,home_ownership,loan_approved,approval_probability
CUST_016206,29,20000.0,Master,1.9,707,0.516,0,12524.32,115169.12,35969.49,2.3,3,0,0,Married,2,Mortgage,0,0.34
CUST_029641,30,20000.0,Bachelor,1.0,605,0.572,2,846.98,121130.46,16236.43,2.4,4,0,0,Married,1,Own,0,0.318
CUST_013973,64,28508.21,Some College,21.0,629,0.304,1,3087.1,187156.65,24429.67,0.0,2,0,0,Married,2,Mortgage,1,0.387
CUST_013101,38,93156.98,Master,16.0,569,0.225,0,16700.38,5582.49,26082.03,3.4,0,1,0,Married,4,Own,1,0.474
CUST_027716,36,71605.8,Some College,14.0,685,0.4,1,2939.94,0.0,15095.42,6.0,1,0,0,Married,1,Rent,0,0.485
CUST_013590,24,46166.08,Some College,2.0,691,0.245,4,16533.71,49185.94,7977.07,2.4,1,0,0,Married,0,Mortgage,1,0.352
CUST_045869,39,35484.06,High School,5.2,617,0.285,1,7432.77,8797.79,5370.29,0.6,1,0,0,Married,1,Mortgage,1,0.405
CUST_045340,24,37214.33,PhD,2.0,593,0.467,0,23754.65,0.0,8637.26,0.9,6,0,0,Married,1,Own,0,0.374
CUST_012805,61,39178.64,Bachelor,12.1,846,0.408,2,19172.27,118076.04,3189.94,3.7,3,0,0,Single,0,Rent,1,0.491
CUST_020653,62,20652.65,Bachelor,6.8,801,0.365,4,1426.05,0.0,16002.93,6.2,2,1,0,Divorced,1,Own,0,0.338
CUST_019845,59,37128.63,Master,0.2,570,0.575,2,8598.7,0.0,7791.04,7.7,6,1,0,Single,0,Mortgage,1,0.351
CUST_005987,61,52392.8,Bachelor,16.3,697,0.352,1,3250.93,317795.04,24387.14,0.0,6,1,1,Married,0,Rent,1,0.233
CUST_017504,43,20000.0,High School,16.4,740,0.569,3,2415.93,0.0,6714.11,3.3,0,1,1,Single,0,Rent,0,0.206
CUST_032731,45,76416.69,Master,14.2,840,0.235,0,83074.87,346170.19,16694.22,0.7,4,0,0,Married,1,Rent,0,0.559
CUST_016413,25,37315.21,Bachelor,3.0,655,0.466,0,2125.72,0.0,1000.0,2.2,1,1,0,Married,3,Mortgage,1,0.398
CUST_010909,55,41406.57,High School,12.8,850,0.23,2,26578.62,26106.03,4333.37,1.3,2,0,0,Single,0,Mortgage,1,0.511
CUST_043414,64,46056.55,Master,13.4,675,0.202,4,905.07,97483.41,36214.57,2.9,4,0,1,Widowed,0,Mortgage,1,0.176
CUST_024851,42,129540.57,Some College,0.2,745,0.258,1,6390.97,0.0,2587.08,2.0,3,0,1,Single,0,Mortgage,0,0.251
CUST_020262,62,29138.34,Some College,2.9,651,0.348,2,1573.76,0.0,3654.81,6.1,6,0,0,Single,1,Rent,1,0.395
CUST_013336,39,32550.9,Some College,1.4,644,0.202,1,4649.5,0.0,20830.65,1.4,3,1,0,Single,0,Rent,1,0.393
CUST_023577,38,27610.5,High School,2.5,602,0.442,2,932.2,0.0,1000.0,0.0,5,0,0,Married,2,Rent,1,0.367
CUST_034602,33,28418.63,High School,11.0,681,0.171,3,8180.21,0.0,8796.12,3.5,2,1,0,Married,0,Rent,1,0.441
CUST_004937,39,26687.11,High School,17.0,701,0.446,1,5569.78,0.0,10511.33,4.1,3,1,0,Single,0,Own,0,0.42
CUST_042884,53,20000.0,High School,3.1,577,0.664,0,20588.19,226883.03,3424.31,9.0,2,0,0,Single,1,Mortgage,0,0.329
CUST_037143,49,30575.18,Master,17.6,577,0.193,1,13365.55,0.0,15593.64,11.7,2,0,0,Married,0,Rent,1,0.406
CUST_048922,58,46652.91,Bachelor,19.2,622,0.236,2,7944.28,0.0,5183.95,7.4,3,0,1,Widowed,0,Rent,0,0.221
CUST_005153,41,89755.75,Master,1.8,682,0.181,1,37460.82,118899.0,9559.34,1.1,1,0,0,Married,2,Mortgage,1,0.492
CUST_008462,57,21046.8,PhD,0.5,713,0.674,1,2058.57,0.0,5875.61,13.1,0,0,0,Married,0,Rent,0,0.368
CUST_045240,28,31772.16,High School,0.9,552,0.275,1,16095.16,0.0,7767.7,1.8,1,0,0,Single,1,Mortgage,0,0.366
CUST_036799,65,20000.0,Bachelor,4.2,523,0.219,0,2278.3,0.0,7300.22,2.5,5,0,0,Single,0,Mortgage,0,0.354
CUST_002176,27,145618.59,Bachelor,5.0,466,0.15,5,46586.82,473012.63,34117.69,1.3,2,0,0,Married,0,Mortgage,0,0.354
CUST_033776,67,57123.91,High School,0.8,731,0.594,1,958.55,67297.7,9884.54,5.5,5,0,0,Divorced,1,Mortgage,0,0.435
CUST_046915,66,189879.21,Bachelor,20.7,614,0.302,2,24268.6,205573.04,45090.57,8.3,1,1,0,Single,0,Own,0,0.482
CUST_043681,53,72812.07,Master,25.4,702,0.307,2,7879.39,0.0,7298.85,4.8,0,0,0,Single,1,Own,0,0.501
CUST_018581,56,35331.72,Bachelor,15.8,777,0.178,2,19613.72,61838.54,39177.13,3.4,2,0,0,Married,1,Rent,1,0.45
CUST_005599,42,20628.38,Bachelor,2.1,613,0.163,1,7786.88,0.0,13096.78,3.7,1,0,0,Single,0,Mortgage,0,0.371
CUST_013468,50,36366.31,Bachelor,6.7,621,0.137,4,19920.78,0.0,9213.09,1.9,4,0,0,Widowed,2,Own,0,0.34
CUST_049699,66,162248.92,Some College,11.1,526,0.428,0,412.84,0.0,72166.81,1.7,1,1,0,Married,1,Rent,0,0.442
CUST_027490,36,39587.01,Some College,1.3,748,0.254,3,608.36,67751.46,5255.99,3.6,2,0,0,Married,0,Rent,1,0.447
CUST_036327,57,20000.0,High School,0.3,673,0.34,2,4143.51,166493.1,3649.43,0.6,3,0,0,Single,1,Mortgage,1,0.382
CUST_024882,64,33638.92,Bachelor,8.3,508,0.247,4,41600.33,0.0,21709.86,19.6,4,0,0,Single,0,Mortgage,0,0.292
CUST_012892,62,97416.3,Master,4.1,573,0.535,2,4528.94,134613.28,1426.15,11.3,2,0,0,Married,1,Mortgage,0,0.431
CUST_031366,35,90231.24,Bachelor,4.6,731,0.401,1,33732.94,177271.45,1632.94,8.4,3,1,0,Divorced,0,Own,0,0.497
CUST_000909,68,110119.07,Bachelor,22.9,531,0.33,1,19812.41,0.0,10250.27,0.4,5,0,0,Married,2,Rent,1,0.452
CUST_002863,50,79112.97,High School,0.9,795,0.243,2,70485.0,0.0,5922.94,1.7,1,0,0,Married,0,Own,1,0.52
CUST_013174,52,22992.07,Some College,2.6,782,0.142,1,19872.56,283787.58,6816.9,0.7,2,0,0,Married,1,Own,0,0.447
CUST_038200,36,62127.53,High School,2.5,561,0.38,2,30438.63,366776.77,1000.0,0.4,2,0,0,Married,1,Rent,0,0.409
CUST_025782,30,64847.42,High School,3.5,799,0.624,1,7676.01,0.0,6885.72,18.1,2,0,0,Single,0,Rent,1,0.475
CUST_029101,67,20000.0,High School,2.3,761,0.498,0,493.04,0.0,1054.87,8.0,1,0,0,Married,0,With Parents,0,0.404
CUST_037436,22,20000.0,High School,0.0,618,0.263,0,10008.16,54063.53,2621.52,3.0,1,2,0,Married,0,Own,0,0.369
CUST_025901,60,29299.01,Some College,1.2,615,0.51,0,272.84,95804.19,7086.61,15.9,5,0,0,Single,2,Mortgage,0,0.364
CUST_041522,24,46050.8,Bachelor,1.0,791,0.254,1,7200.71,0.0,17133.24,3.2,2,0,0,Married,0,With Parents,1,0.47
CUST_007804,33,80984.45,High School,1.4,748,0.245,2,19487.93,67335.29,62559.16,0.3,0,0,0,Married,0,Mortgage,1,0.486
CUST_034974,63,70422.83,Some College,4.3,605,0.323,2,44043.3,0.0,1000.0,3.1,2,0,0,Married,2,Rent,0,0.447
CUST_044017,27,28461.83,Bachelor,0.4,555,0.333,2,2938.99,0.0,7236.71,2.6,4,0,0,Married,1,Rent,0,0.356
CUST_026101,63,56371.53,Bachelor,23.7,639,0.318,2,30033.1,37732.56,40190.72,0.7,4,0,0,Married,2,With Parents,1,0.437
CUST_036273,55,41600.72,PhD,22.0,850,0.17,4,1603.91,99727.22,24028.12,0.3,3,0,0,Single,1,With Parents,0,0.407
CUST_007880,42,198637.94,High School,4.7,782,0.318,1,6635.29,56195.96,67806.1,9.1,3,0,0,Single,0,Mortgage,1,0.522
CUST_002916,57,26213.08,High School,0.0,802,0.579,3,2746.59,0.0,1000.0,2.8,2,1,0,Widowed,0,With Parents,1,0.413
CUST_006809,47,20000.0,Some College,1.6,562,0.133,1,13452.13,35442.7,6926.22,4.9,3,0,0,Married,0,Mortgage,1,0.367
CUST_048685,27,45516.67,Some College,5.0,780,0.269,3,5637.96,87881.99,1107.55,5.9,3,0,0,Married,0,With Parents,0,0.476
CUST_008289,25,36343.79,Bachelor,3.0,695,0.162,1,54.97,0.0,4621.19,5.7,2,0,0,Divorced,1,Own,1,0.437
CUST_031823,48,41454.02,Bachelor,1.6,671,0.147,1,24493.5,0.0,4137.02,0.3,3,0,1,Single,1,Rent,0,0.217
CUST_049624,62,152236.26,Bachelor,9.1,653,0.597,2,27386.44,40419.81,77961.17,2.3,3,2,0,Widowed,0,Mortgage,1,0.465
CUST_042481,47,80683.17,Bachelor,0.9,675,0.213,0,17950.62,66422.33,7284.56,21.4,1,0,0,Divorced,1,Mortgage,1,0.484
CUST_009455,33,48305.3,Master,2.3,715,0.329,2,22790.23,58330.2,4667.09,8.2,2,0,0,Married,2,With Parents,0,0.445
CUST_043935,68,30307.73,Bachelor,3.0,807,0.335,4,713.13,122469.01,1000.0,7.2,3,0,0,Married,0,Mortgage,0,0.361
CUST_002606,66,44288.27,Some College,10.7,570,0.374,2,40442.7,0.0,3072.0,2.5,4,0,0,Single,1,Rent,0,0.409
CUST_045402,63,46205.78,Bachelor,16.9,665,0.39,2,29781.28,138862.25,22247.46,0.8,1,1,0,Widowed,0,Mortgage,0,0.442
CUST_014189,59,20000.0,Bachelor,14.9,650,0.266,1,1471.69,39593.15,1000.0,3.5,4,0,0,Married,1,Rent,0,0.409
CUST_020877,35,39390.05,Bachelor,13.0,596,0.131,1,6847.52,0.0,2495.38,2.5,1,1,0,Single,0,Rent,0,0.432
CUST_018541,40,26829.68,Bachelor,11.5,556,0.217,1,1987.9,233207.36,11903.06,3.7,0,0,0,Widowed,1,Rent,1,0.392
CUST_027908,31,32307.3,Some College,4.2,730,0.14,0,10371.34,224323.91,1000.0,4.6,2,0,0,Divorced,0,Rent,0,0.448
CUST_005029,37,51209.44,Bachelor,3.9,562,0.379,2,37669.87,192815.36,3901.7,2.1,2,0,0,Single,3,Mortgage,0,0.398
CUST_046817,40,30648.47,Bachelor,1.4,786,0.324,4,6794.14,671912.73,2166.36,3.8,2,2,0,Married,0,Rent,0,0.352
CUST_032707,30,27401.85,High School,8.0,649,0.315,4,3416.02,0.0,17021.16,1.0,2,1,0,Divorced,0,With Parents,0,0.319
CUST_028198,28,47020.36,High School,6.0,585,0.148,0,19884.03,360101.5,13144.48,1.1,3,0,0,Divorced,1,Mortgage,0,0.426
CUST_036246,27,20040.23,High School,5.0,514,0.414,5,16917.48,55346.58,4567.19,7.4,3,1,0,Single,0,Mortgage,0,0.269
CUST_046386,58,73814.83,Bachelor,7.5,693,0.181,2,105204.15,0.0,21782.68,0.8,1,0,0,Married,1,With Parents,1,0.503
CUST_032869,22,51623.88,Bachelor,0.0,768,0.215,2,281.76,0.0,62185.83,8.4,1,1,0,Single,3,Mortgage,1,0.436
CUST_027517,48,57904.29,High School,3.3,741,0.15,0,7197.61,0.0,34064.99,3.5,1,0,0,Married,3,Mortgage,1,0.477
CUST_027396,47,26670.39,Some College,12.7,538,0.236,3,307.63,145038.0,28680.62,19.5,1,1,0,Married,2,Rent,0,0.353
CUST_020822,61,72222.34,Some College,6.2,701,0.317,1,20328.19,0.0,4728.8,5.1,5,0,0,Single,0,With Parents,1,0.488
CUST_026693,33,55105.25,Master,7.2,607,0.154,1,9022.95,0.0,15813.6,10.7,0,2,0,Married,2,Rent,0,0.448
CUST_039354,28,42090.13,Bachelor,3.5,817,0.412,1,11582.02,0.0,3253.85,4.2,5,3,0,Married,0,Mortgage,1,0.326
CUST_023464,47,48706.79,Bachelor,4.5,562,0.671,2,4680.98,85205.68,1956.41,7.0,2,0,0,Single,1,Mortgage,1,0.37
CUST_047402,39,31200.68,Master,1.3,799,0.176,2,10977.44,79278.17,4376.0,0.6,1,1,0,Divorced,0,Own,0,0.458
CUST_025915,25,20072.97,Master,0.9,671,0.327,1,2833.79,244902.28,1000.0,8.5,1,0,0,Widowed,0,Mortgage,1,0.384
CUST_029462,28,44373.34,Bachelor,6.0,691,0.471,1,15356.01,156590.6,2305.53,8.5,1,0,0,Single,2,Mortgage,1,0.429
CUST_007453,49,87168.99,Bachelor,0.9,591,0.452,0,36750.08,0.0,8442.3,3.0,5,1,0,Single,0,Mortgage,1,0.435
CUST_031304,41,72954.24,Some College,14.8,833,0.319,0,1766.95,141204.26,26493.15,0.2,4,0,0,Married,0,Mortgage,1,0.544
CUST_002961,30,44624.06,High School,8.0,850,0.501,3,16056.16,0.0,1000.0,5.6,2,1,1,Widowed,1,Mortgage,1,0.243
CUST_031205,41,47350.78,High School,6.7,597,0.285,2,3837.53,270867.86,4082.95,6.9,2,1,0,Single,1,Rent,1,0.42
CUST_029134,28,62825.35,High School,5.6,587,0.543,0,1313.36,107915.5,14418.95,10.9,4,1,0,Married,1,Rent,1,0.414
CUST_013161,36,50586.24,Some College,9.0,697,0.384,1,31952.86,0.0,22587.87,1.1,0,0,0,Married,0,Rent,1,0.457
CUST_008361,44,33732.34,Some College,5.9,817,0.263,0,5097.77,0.0,6685.9,15.8,2,0,0,Married,1,Rent,1,0.474
CUST_021521,69,80237.53,Some College,7.4,605,0.121,0,20104.75,0.0,35424.29,0.1,4,1,1,Divorced,2,Own,1,0.244
CUST_015452,35,65388.43,Some College,4.7,560,0.238,2,6410.72,560140.19,16879.36,5.2,6,0,0,Single,1,Rent,1,0.433
CUST_027211,23,66366.32,PhD,1.0,663,0.253,2,2472.08,0.0,16066.02,2.6,2,0,0,Single,0,Rent,1,0.456
CUST_015980,45,28116.45,Bachelor,6.6,490,0.341,2,97.67,0.0,10034.44,1.6,1,0,0,Married,2,Rent,1,0.354
CUST_010862,60,92844.15,Master,31.9,588,0.341,1,3709.52,0.0,43791.07,2.1,1,2,0,Single,1,Rent,0,0.47
CUST_021990,48,49516.74,Master,21.3,607,0.191,1,99771.8,90145.27,1000.0,2.6,3,0,0,Single,1,Own,1,0.445
CUST_022908,48,60659.17,High School,0.4,577,0.264,1,24909.48,0.0,39467.05,1.7,3,0,0,Married,0,Own,0,0.403
CUST_036155,36,56017.8,Some College,0.9,761,0.156,2,10120.61,0.0,2268.63,3.0,4,1,0,Single,4,Mortgage,0,0.483
CUST_025188,59,90412.04,Master,1.2,569,0.203,3,19881.47,0.0,5291.11,7.6,2,0,0,Single,1,Mortgage,0,0.45
CUST_041853,61,33332.12,Bachelor,0.5,674,0.317,1,7656.78,197935.84,1137.79,9.6,1,0,1,Married,2,Mortgage,0,0.202
CUST_009489,50,196220.63,PhD,11.0,777,0.19,2,107087.93,365793.06,52481.46,7.8,2,2,0,Married,1,Rent,1,0.547
CUST_025734,53,43865.45,High School,0.6,730,0.222,2,14093.36,0.0,4946.29,0.5,3,3,0,Divorced,0,Mortgage,0,0.313
CUST_031577,36,100668.98,Some College,11.5,619,0.435,1,47560.68,29257.45,5393.91,2.5,0,1,0,Married,0,Rent,1,0.472
CUST_018171,26,55017.07,Bachelor,4.0,658,0.355,4,4673.38,0.0,2331.29,4.0,1,1,0,Married,2,With Parents,0,0.35
CUST_033279,58,22398.51,Bachelor,1.3,603,0.323,3,12393.86,0.0,1000.0,1.9,4,0,0,Single,1,Rent,0,0.366
CUST_022332,33,189336.13,High School,11.0,517,0.547,1,8816.64,60629.64,100000.0,0.3,3,0,0,Widowed,1,Mortgage,0,0.425
CUST_013830,41,20000.0,High School,12.2,659,0.406,1,6861.71,153875.45,6718.15,0.8,3,1,0,Widowed,1,Rent,1,0.4
CUST_016962,56,103392.97,Bachelor,10.4,587,0.177,2,3086.54,18949.64,3426.41,2.9,2,1,0,Married,1,With Parents,1,0.484
CUST_002906,63,48554.84,PhD,14.7,841,0.191,3,18734.56,142422.46,26562.55,3.3,2,1,0,Married,0,Mortgage,0,0.517
CUST_022138,68,33563.54,Bachelor,10.5,601,0.362,4,14596.07,0.0,17917.94,8.6,1,1,0,Divorced,1,Rent,1,0.32
CUST_033356,35,20612.65,Master,4.4,548,0.328,0,8317.25,102680.89,4085.37,5.7,0,0,0,Married,0,Rent,0,0.354
CUST_000256,33,54142.01,High School,11.0,850,0.382,0,9638.82,0.0,5855.62,3.2,3,0,0,Married,0,Rent,1,0.517
CUST_038510,34,21396.88,Some College,6.2,821,0.283,1,3290.96,40644.25,1000.0,1.8,2,1,0,Married,0,Mortgage,0,0.456
CUST_005875,40,45870.69,Bachelor,13.8,617,0.324,2,1426.28,0.0,5113.73,0.8,5,0,0,Single,0,Mortgage,1,0.431
CUST_021888,47,131229.08,Some College,4.5,585,0.206,3,29682.36,111005.59,30310.61,14.2,1,0,0,Married,0,Rent,1,0.465
CUST_033755,53,25801.57,Some College,0.4,626,0.291,0,5330.41,5566.96,13696.31,0.8,4,2,0,Single,1,Mortgage,0,0.376
CUST_041787,30,40073.38,Some College,3.3,766,0.302,0,10053.25,23158.95,26348.28,2.1,6,0,0,Married,0,Rent,1,0.441
CUST_036482,65,67587.77,Master,5.0,691,0.429,2,9553.27,0.0,60282.75,3.9,1,0,0,Single,0,Mortgage,0,0.438
CUST_023097,27,56608.85,Master,1.6,687,0.274,3,36037.06,163635.28,15276.6,4.0,8,0,0,Married,1,With Parents,0,0.45
CUST_008650,61,61710.45,Bachelor,11.9,759,0.512,1,29876.64,149369.81,30527.99,4.5,2,0,0,Married,0,Rent,1,0.486
CUST_020701,54,107824.12,Bachelor,1.6,683,0.535,1,3664.98,0.0,17524.11,4.1,2,0,0,Married,2,Mortgage,0,0.46
CUST_023651,37,83083.7,Some College,15.0,606,0.298,2,1615.63,0.0,49188.1,14.1,2,1,0,Single,0,Mortgage,1,0.471
CUST_004279,34,104471.51,Some College,1.8,593,0.272,0,4144.27,0.0,50924.22,15.4,3,0,0,Single,1,Mortgage,1,0.454
CUST_016161,46,57086.21,Bachelor,2.0,850,0.193,0,15153.85,0.0,8721.03,2.1,1,0,0,Married,2,Mortgage,1,0.514
CUST_042075,49,53713.44,Bachelor,17.5,729,0.383,1,8190.77,37565.23,9045.15,2.7,3,0,0,Divorced,0,Rent,0,0.475
CUST_032823,50,24130.26,Some College,5.0,850,0.299,0,4075.87,15011.67,9610.69,0.4,5,1,0,Single,2,Rent,0,0.465
CUST_037025,65,24449.54,Bachelor,16.0,710,0.511,4,4962.38,182452.76,11719.19,31.0,0,1,1,Divorced,1,Mortgage,0,0.166
CUST_001811,39,53573.65,Bachelor,6.5,747,0.364,1,4292.68,0.0,5621.3,5.2,1,0,0,Married,0,Rent,1,0.472
CUST_017776,33,40444.29,High School,11.0,613,0.714,1,5874.68,125276.35,21897.69,0.9,3,1,0,Single,0,Own,0,0.383
CUST_014297,29,26511.38,High School,4.6,685,0.558,1,2459.85,122512.78,6260.05,3.7,0,1,0,Single,0,Rent,1,0.389
CUST_001046,68,24840.06,Master,0.3,536,0.332,3,649.73,0.0,7291.09,4.1,6,1,0,Married,0,Rent,0,0.344
CUST_015523,62,31746.34,Bachelor,3.7,700,0.467,3,25424.55,57480.22,8515.82,2.6,2,0,0,Divorced,1,With Parents,0,0.407
CUST_009914,32,37557.68,Bachelor,0.6,610,0.482,1,48648.1,0.0,47013.7,3.8,2,1,0,Single,0,Mortgage,0,0.34
CUST_015882,24,235257.2,Some College,2.0,582,0.241,1,112287.76,84656.08,21334.0,5.7,1,0,0,Married,1,Mortgage,0,0.453
CUST_015610,26,250226.97,Master,4.0,726,0.425,2,23031.61,6621.62,50967.88,2.5,2,0,0,Married,0,Own,0,0.491
CUST_029295,60,108019.26,High School,14.9,775,0.379,1,5445.45,0.0,13808.76,1.7,2,0,0,Married,1,Own,1,0.53
CUST_046549,35,56059.96,High School,2.5,582,0.463,0,11843.86,66265.75,19048.41,1.4,1,1,0,Married,0,With Parents,1,0.4
CUST_008083,29,75704.0,High School,7.0,522,0.258,2,6573.89,164118.7,16303.34,5.5,5,1,0,Married,1,Own,1,0.44
CUST_042142,25,176671.54,Some College,3.0,791,0.177,3,98017.65,367538.06,2317.79,13.8,1,0,0,Married,0,Rent,0,0.532
CUST_043231,63,36547.96,High School,0.5,575,0.319,3,3086.15,26916.23,1000.0,6.3,5,1,0,Married,1,Rent,0,0.376
CUST_031332,36,64609.13,High School,9.6,654,0.158,1,27095.47,492918.76,10751.47,9.5,6,2,0,Single,0,Mortgage,0,0.485
CUST_030892,65,124380.88,Master,18.9,662,0.455,4,41876.34,11169.24,1000.0,10.5,2,0,0,Married,1,Rent,1,0.388
CUST_043801,52,27204.91,Some College,4.6,740,0.208,1,5160.18,10935.78,4937.51,0.2,2,0,0,Married,0,Own,1,0.439
CUST_012598,66,39856.36,Some College,8.0,791,0.231,2,15653.89,35066.64,21023.57,1.3,1,3,0,Married,1,Mortgage,0,0.336
CUST_025413,68,102535.35,High School,0.8,651,0.116,2,21394.33,0.0,22319.66,3.4,3,0,0,Widowed,0,Rent,0,0.484
CUST_034274,31,52909.93,Bachelor,1.4,679,0.266,2,30616.29,243208.73,67641.17,8.1,0,1,0,Widowed,1,Rent,0,0.407
CUST_003778,52,217098.86,High School,7.0,665,0.331,1,28871.98,142124.37,8183.59,11.9,6,0,0,Married,0,Own,0,0.488
CUST_028694,34,79416.69,High School,5.3,621,0.24,2,11071.26,148314.93,7345.45,24.2,1,0,0,Single,1,Mortgage,0,0.475
CUST_024462,56,32727.56,High School,5.1,627,0.503,1,8397.48,262259.98,10860.15,9.1,1,0,0,Single,1,Own,0,0.385
CUST_031579,67,21262.03,Master,3.7,487,0.295,2,13068.72,0.0,9787.1,8.0,3,0,0,Married,1,Mortgage,1,0.34
CUST_000071,40,30003.84,High School,3.3,649,0.324,1,3580.51,13916.08,2243.5,4.6,7,0,0,Single,1,Rent,1,0.399
CUST_031197,34,168059.44,Master,10.3,693,0.461,2,3746.09,0.0,100000.0,3.0,2,0,1,Divorced,1,Rent,0,0.243
CUST_025645,45,46216.84,Bachelor,8.4,600,0.284,4,18021.32,166514.95,14124.84,15.3,4,0,0,Divorced,1,Own,1,0.34
CUST_048760,40,44216.2,Some College,18.0,504,0.247,0,11170.46,66805.57,1000.0,3.5,1,1,0,Married,2,Rent,0,0.398
CUST_035242,33,79840.02,High School,1.3,695,0.207,2,39636.61,4268.92,1036.63,0.0,3,1,0,Single,1,Rent,1,0.492
CUST_031232,63,52746.21,PhD,11.6,485,0.299,1,2700.72,84812.98,6797.12,1.4,3,0,0,Divorced,1,Rent,0,0.404
CUST_030400,61,20000.0,Master,22.9,637,0.391,1,6931.29,0.0,1000.0,1.4,2,0,0,Divorced,2,Mortgage,0,0.394
CUST_038786,41,87912.48,Bachelor,0.5,777,0.339,1,7589.07,138148.32,25374.03,3.0,1,0,1,Single,1,Rent,0,0.253
CUST_016281,48,49606.89,High School,2.9,795,0.253,2,6329.99,152263.57,29844.11,2.7,2,0,0,Single,1,Rent,0,0.472
CUST_039252,47,68606.77,High School,20.4,614,0.347,2,18711.14,0.0,10627.13,0.7,2,0,0,Single,0,Rent,1,0.462
CUST_048040,36,78627.47,Master,9.6,807,0.214,4,3835.94,288804.73,27231.11,1.1,2,0,0,Married,1,Rent,0,0.441
CUST_031072,32,38879.86,Some College,2.3,659,0.164,0,76666.02,0.0,25411.12,10.4,4,2,0,Single,0,Mortgage,0,0.413
CUST_041293,50,24505.97,Master,2.9,725,0.464,1,1002.65,140093.98,7178.34,2.3,2,0,0,Single,1,Mortgage,1,0.403
CUST_000795,24,39269.91,Bachelor,2.0,689,0.137,2,7225.53,60577.18,1000.0,2.8,2,1,0,Widowed,0,Mortgage,0,0.439
CUST_005243,53,50985.74,Master,21.4,611,0.351,1,7949.98,59064.26,100000.0,0.8,1,0,0,Single,1,Rent,1,0.39
CUST_048311,31,20000.0,High School,6.1,613,0.44,4,1861.83,0.0,17606.27,8.3,3,0,0,Single,1,Rent,1,0.276
CUST_044635,58,76978.33,High School,13.7,574,0.276,2,11518.11,98111.1,8927.01,0.8,5,1,0,Single,1,Mortgage,1,0.467
CUST_035982,35,30331.84,Some College,1.9,841,0.399,1,2207.89,0.0,4926.84,1.0,3,0,0,Single,1,With Parents,1,0.453
CUST_018483,33,83916.1,High School,11.0,582,0.338,0,25687.03,68758.7,12460.09,0.2,4,1,0,Married,0,Mortgage,0,0.468
CUST_037053,55,32682.32,Some College,1.5,587,0.317,1,15303.57,0.0,32785.63,11.8,1,2,0,Married,1,Rent,1,0.348
CUST_034190,28,33858.47,High School,6.0,571,0.228,2,34716.17,0.0,6827.82,3.7,5,0,0,Married,0,Mortgage,1,0.395
CUST_023977,32,24233.36,Some College,4.7,672,0.232,0,17380.37,215787.12,13043.12,2.3,1,0,0,Divorced,0,Own,0,0.406
CUST_024857,51,74111.62,Some College,1.3,555,0.251,1,3620.87,76264.41,68013.96,0.5,2,1,0,Widowed,1,Mortgage,0,0.406
CUST_046061,53,35733.66,Some College,2.9,650,0.325,3,9702.03,0.0,16264.52,4.7,3,0,0,Single,1,Mortgage,1,0.407
CUST_013881,48,54664.31,Master,2.3,419,0.396,3,2765.85,209869.26,1372.13,1.3,6,1,0,Single,1,Rent,0,0.376
CUST_030390,65,50920.14,High School,1.7,644,0.187,0,931.28,16373.83,61222.21,7.4,2,1,0,Married,1,Own,1,0.401
CUST_045948,59,46600.18,Bachelor,4.7,691,0.431,5,41145.27,0.0,13683.32,11.9,0,0,0,Married,2,Mortgage,0,0.346
CUST_010790,37,77714.48,Master,2.6,557,0.218,3,11863.27,0.0,9629.55,0.3,3,0,0,Divorced,1,Mortgage,0,0.445
CUST_009236,38,61817.44,Bachelor,6.4,523,0.515,4,3108.38,247259.81,27304.99,11.3,2,0,0,Single,1,Rent,0,0.316
CUST_041255,50,75071.14,Bachelor,0.9,775,0.318,3,13125.91,0.0,6104.14,0.5,0,0,0,Single,0,Mortgage,1,0.501
CUST_033434,54,53290.52,High School,14.2,576,0.269,5,13119.48,20795.99,17191.95,31.0,2,0,0,Married,0,Mortgage,0,0.346
CUST_010658,39,52693.15,Master,17.0,499,0.33,4,5563.95,418454.01,1000.0,0.8,1,1,0,Single,0,Rent,0,0.321
CUST_046790,24,26524.75,Master,1.8,773,0.206,1,14544.36,174360.11,6248.41,8.4,2,0,0,Married,1,With Parents,0,0.441
CUST_026734,52,55594.92,Some College,19.1,558,0.577,3,17288.36,0.0,12563.07,1.7,4,1,1,Married,0,Mortgage,0,0.202
CUST_012792,54,20000.0,High School,0.4,755,0.329,1,17016.25,0.0,1000.0,2.2,3,0,0,Married,3,Mortgage,1,0.411
CUST_024338,60,37229.12,High School,1.0,616,0.128,1,3454.26,0.0,13637.72,15.7,2,1,0,Single,0,Mortgage,1,0.409
CUST_033691,52,60238.78,Bachelor,21.1,639,0.161,1,26534.02,711114.07,3149.2,3.4,3,0,0,Widowed,0,Mortgage,1,0.474
CUST_020751,37,23587.11,High School,7.9,536,0.541,2,4879.16,0.0,6191.2,7.3,2,1,0,Divorced,1,Mortgage,0,0.346
CUST_023844,57,50664.27,Bachelor,16.2,723,0.168,3,19581.73,0.0,6864.76,6.5,2,1,0,Single,1,Own,1,0.488
CUST_008660,25,164722.34,Master,3.0,635,0.43,1,81732.17,1919.19,25581.42,7.7,1,2,0,Married,2,Mortgage,1,0.457
